IDLink,SentimentTitle,SentimentHeadline
SUj0UaFaPS,0.06712499,0.0135204345
lRPNjTulxk,0.0317453,-0.0004304275
Xj4YT7lovP,-0.38651887,0.039676797
xQF0TkyPLI,-0.2125046,-0.017479295
23goVd7Ltt,0.019024175,0.10691646
AVIuLTHBkR,-0.20155555,-0.06982759
ZEyi580mTN,-0.13691235,-0.050964125
PLEw3lxlsR,-0.0004915185,-0.3258196
haNqwNTkwO,0.18455242,0.12446435
KU1HSvZBBs,0.08945608,0.017142212
AWadOYfoAF,0.04851692,0.033984672
uaHFlWZkav,0.0077133924,-0.024375837
y4SiUlskF3,0.024165813,0.074725404
L6A670hv9J,-0.049247622,-0.109650105
jA7EVDQ8R3,-0.071890555,-0.035804935
fKqK34kbKi,0.03844879,0.15270838
MpY2vEw3dK,-0.009512469,-0.15511897
b6iEZ3oVvu,0.005596473,-0.017162371
cFpvsyY4Nl,-0.25449476,-0.1534952
8FRoTJY7AJ,0.30748424,-0.0035821926
W6wlbsJ9va,0.39083594,0.15418181
T4kq3EU1OR,-0.104452536,0.07636073
TnCLnIFHOB,0.0010375651,-0.07388513
YANWxwyYjd,-0.20344386,-0.17749439
NFAR0C8nAo,0.13451463,0.039580557
3eVwWZqQv3,-0.24171159,-0.05489989
dYDgzbqzWF,-0.19432099,-0.02648015
hSZFRKDHx3,-0.17300157,0.24431671
gSU725RgS5,-0.02937739,0.0042303456
TECCDCGbEq,-0.011253526,-0.05157539
gBXyo6K53y,0.0022115135,0.09438652
l6p7702f0M,0.085154094,0.08897656
csuqpSGW8u,-0.14764825,-0.11660954
KJPmW3yM4o,0.081458434,0.016624026
G3o1oxs0cl,-0.080182284,0.13818982
kYV0V8GeuN,0.09118667,-0.26943743
bowpehJ5mp,-0.38348705,-0.012342687
Gz49j3oM8G,0.35130194,-0.15365383
addvmih6vA,-0.03609153,-0.029004328
JooKekRwFt,0.022617817,-0.0071549523
DG86MH9KRA,0.11676045,-0.027522584
EEuoyk5Gp7,0.048981544,0.03153789
n2HBelsJbj,0.37969324,0.38722426
RRjxAHvIsK,-0.17413336,0.004566853
V1Fimfi0XW,-0.0074227424,-0.0075545907
ExLg5CHcnm,-0.021761607,0.019862752
5ND0RHScgk,-0.11728905,-0.3859083
vkIwzNuAhU,-0.055414263,0.07890089
780Njpf1be,0.0043596784,0.20252895
ZRiGMbw0Y9,-0.021451209,0.1834121
uCv85mmNWo,0.0010221675,-0.12475455
xPVSAZT3gi,-0.091891594,0.050730385
xUB2Txg4In,0.14974798,0.08798464
UZoaAdlrfY,0.00050547346,0.02637083
QYf4XhmXhi,-0.116083905,-0.10811722
Vcezuycn2E,0.20776886,0.07569277
zXZsPT7xUj,0.028035197,0.0740273
F5CCIZAZQ3,-2.0451378e-05,0.14768821
Riq4rbLmmm,-0.12185709,-0.035479605
evCmarQMyl,0.051732194,-0.14204672
hEDRc9lav5,0.039494205,0.057561804
g6OoL0dlzB,-0.09496561,-0.089599505
jG51cU7oBL,-0.011443387,0.02686074
tafLw4tBL7,-0.13777904,0.070018426
jTZ7BgZyfz,0.032745473,-0.06374802
1ua5vRfbj5,0.11155996,-0.1102595
Mol0a62X5d,-0.04140616,-0.16417447
FWD799lNWS,-0.0067882733,-0.17026903
UjuoMIBfjK,-0.36352852,-0.11498469
OSLQtw07Bb,-0.16913271,0.049954467
7t9KUOLINK,0.014621618,0.06315768
feGyFYU1sY,-0.0040816725,-0.04733853
BRf9iViYOu,-0.00051837135,-0.07719861
GDeF4aKa2e,0.08581597,-0.08825892
GXnKahR2fA,0.064897105,-0.10237418
6maWCsOYYy,-0.24559003,-0.08044608
ybiujYQ7nK,-0.1995656,0.08494316
J7qzuTaRO8,-0.1688928,-0.04474181
Zg2RzwbiJr,-0.016476607,-0.021611705
dARjxTtQTk,-0.057981316,-0.07980248
Dk7AjsFZGP,-0.0010863373,0.0826301
Rv9ESbHyof,-0.12035004,-0.01830463
O3skhHMqHK,-0.25054336,-0.23835222
S43u8lhHDB,-0.0050731525,-0.0072837113
0lmqQaPkwF,0.0068353694,-0.25522503
4nxjqaYjjh,0.02588275,-0.030149458
zIy8yy9Ruh,-0.00084733963,-0.15158184
6JTII7DOjF,0.15963106,0.08153789
23j7j6IzOa,-0.080863334,-0.13553232
pe99PpqHUn,-0.01932013,0.124980494
ZyAfkkEImv,0.08577379,-0.03431171
CNjTmfRhRq,-0.005415175,-0.276394
gWp0lhEIez,0.2505697,0.19761235
tn4JGQGVIO,-0.05462535,-0.12530893
9zOdLbARPX,0.2462674,-0.09100953
4fdHOsbX62,0.16266407,0.2464088
XyAPio6Zke,0.16715252,-0.12075056
ihCwI6XXLH,0.10173391,-0.12799017
HncuSrxjBP,-0.0066073164,-0.11185694
uGkhnv0bae,-0.111175835,0.08391096
71sKIbvGmv,-0.12035004,-0.01830463
bKSjpiNpoF,-0.12035004,-0.01830463
m2cCXBN4cN,-0.35361263,-0.3476166
sOLOnBdt70,-0.0013904681,0.12416135
A2JK2yZ390,-0.11728905,-0.2608014
sVtm757wIb,0.0032774284,0.05571152
tXLtNtMs5o,0.01843949,-0.033687543
lBtPp3RotG,-0.034448147,-0.2151214
JOUHBJzDnZ,0.009836172,0.08114971
nuRVmrGwo4,0.016564336,-0.11347897
3jy6yZUPql,-0.045945544,-0.035533957
tBM2Mfnbqm,-0.066248834,0.11504133
4HIrU83GwG,0.07501129,-0.04860554
DcYjgdlTvm,0.2026835,0.056693505
PEoio8g0Hv,0.23055233,-0.076827094
GAcajKe25W,0.049735025,-0.0006171409
K94jmkQOLS,-0.0033026095,0.0002168892
uO3KgRxBVd,0.11554147,0.29020607
SbKor80pEu,0.0814138,0.1430882
KoWzEabJsq,0.034066,-0.012358556
99AzUSDtIe,0.24374215,-0.058004223
SlS9RbjM6U,-0.119588315,0.040670455
TowQwjeWLV,-0.06165694,-0.01830463
2VSrrxEerv,-0.0019969204,-0.005581721
vhiXT0xxTt,0.05516218,0.048620794
9v9ZEumTjw,-0.102574475,-0.05997064
CElFpdGIrd,-0.008184616,-0.01314773
j3Vr7rriQ6,-0.21471393,-0.06500375
QVFvknH8BH,-0.0009327256,0.24668176
Gi3LFdKB9l,-0.00084733963,-0.07582241
vERcYkq2NB,0.10173905,0.13195951
qjJCGXmuJl,-0.00084733963,-0.15158184
ykKuIaut7i,-0.011811149,-0.0972216
67M8BBXmsZ,-0.006580559,-0.104082614
eraBXOEZ7E,-0.12871179,-0.014292273
L0lA6JKm3o,0.20321213,-0.112344414
ftWv15DYao,0.027328778,0.04448332
MA46RbvsVH,-0.09730511,-0.05034825
WJS2y7ypnN,0.08555937,-0.22022341
D1pVqnC7RA,-0.078388914,-0.02453357
KDQleaE4KQ,0.11080704,-0.11972882
ssRPV1RQKA,-0.25816298,0.24668176
gJgBvWm75H,0.11210496,0.082016245
zpJmcYQQ9X,-0.0630784,-0.14904146
UyAegkM6UL,-0.113578014,-0.07236993
VIvo9GcjzW,0.02748559,-0.13933426
xtZUEIwWep,-0.03070233,-0.08797772
S2ITuhoOmU,0.0026011467,-0.05994088
pfFK9cOxXV,0.07593462,0.1761267
W3CzY58XQR,0.35047022,-0.34157443
Snf7atxfw8,0.2508661,-0.081686884
83B3vLX34Y,-0.04060096,-0.06189591
oa3CZ7IBt4,0.059861746,0.2143494
xi5rew2r7S,0.023075227,0.09580515
lpKTYAzIaO,0.13967171,0.05178526
MXVcCioQB0,0.15258951,-0.081686884
rW0V53xBxc,0.022928402,-0.0022888351
leayu9rIJT,-0.06050346,-0.0141474465
ia4ZcwY36o,0.022008594,-0.04999194
NclveChADO,0.06277904,-0.10648699
xHn9aiJFAb,0.19166225,0.20100434
PHoNo7daN7,-0.025103495,-0.012264061
SWHCqg8jvh,0.0014158152,0.018024014
ruNhCRO3yC,-0.031325106,-0.15003374
pzT10lSbjC,0.003390259,0.02618314
Y2brssQ535,0.19166225,0.0014796834
9LLD4Qf9Jn,0.06687388,-0.18835655
ubu7IylU5F,0.044007253,0.1182863
YXEKbUqpm8,0.14487809,-0.32249945
4U9sNxdSHa,-0.13686824,0.07383554
AJaP6I09FG,-0.13686824,0.07383554
F0GoB751BC,-0.13686824,0.07383554
Tc5lhSMuNA,0.12220083,-0.22462118
XWZOH7v46f,-0.07900136,-0.08068268
PHUmFUflR3,-0.0003951909,-0.024793742
hrOUB3IIJz,-0.028682858,0.13440616
LeyDgLr8SD,-0.10608097,-0.19519603
1USC8bgcmi,-0.00084733963,-0.24893345
XQjRql49Da,-0.00084733963,-0.15158184
2wxzL4gZvx,-0.13548166,-0.0363305
kUF5tNGadC,0.10601024,0.05762576
FLT7krGFA0,0.034987904,0.19923028
rEIZctRc1j,0.0069513517,-0.043529984
nnlBEkua6C,0.0069513517,-0.043529984
Iu6dZWBUMl,-0.034393556,0.056275766
DBvckWMx6H,-0.10608097,-0.19519603
jZ35MMRYnw,-0.25816298,0.04101877
JaFTLenDxd,-0.10608097,-0.19519603
pHjdlnqg3P,0.124743715,0.063147455
U2OYx2JGXo,-0.059415713,-0.029500417
AnOqSXMb04,-0.059415713,-0.029500417
ziFtJHpycD,0.08926582,0.17347999
uSRT5D8uF7,0.035885792,0.103482276
u6nIB2xMbL,-0.10608097,-0.19519603
ROkxIAwdX1,0.2099079,0.10822965
ZG36QwIjOE,0.1337187,-0.055785675
uEU8mFXNnF,0.002461168,0.09157148
irpaED0u3s,-0.05985642,-0.12851003
vieiMRu6rA,-0.12846312,0.087927446
IV6yeaQwjJ,0.12408814,0.05483095
AmzUnWUeC5,0.20690285,-0.0346988
U7qbyO51T6,0.031598117,-0.14230686
CAF25OaCBv,3.7844293e-05,-0.10830884
YxWfe0UW9k,-0.036126804,-0.18254888
HnCIfzZOCN,0.046272334,0.011182997
ys4NI4XJ1s,0.11382264,0.013877047
NQ5OTclHOM,-0.09707103,0.038271997
ypoZ0KKIAF,0.1261452,0.1717448
BZ40tzMImk,-0.054804105,-0.0008358238
dQTjgjkyi8,-0.034008652,0.013933038
FdtxtiDgNZ,0.040017657,0.055534016
Ch2DXL0tVA,-0.021986328,0.1625916
Nyj4CDqsPx,-0.021986328,0.062824056
TgC3RftwGJ,0.014338476,-0.05413943
8M0rLoeK45,0.011381744,-0.18972376
0cOLt91FUf,-0.02210825,0.14654648
Fx4EdoaKVP,-0.13913067,-0.24040009
54GMeTBwUu,-0.07563495,-0.15012437
G7gLqMiHMV,0.044266697,0.00836011
GClGWBLiK3,-0.021986328,0.112369135
h0dAL4i037,-0.021986328,0.112369135
pptcDBujM9,0.023421094,0.009658325
92Yp40eAzu,-0.021986328,0.11409031
nzR9UTz5kZ,0.042220015,0.020560598
IYQOZxMkeV,0.045726582,0.15448698
LFEtw5qaNX,0.17039008,0.020197835
QpJ9BailJB,-0.03368361,0.05142065
FjDJjLuXbu,0.16464415,0.0142757725
wveecUbjAy,-0.22896095,-0.049809523
HBm2Ktn0HI,-0.16579004,-0.03351662
oMGIPofoMZ,-0.012524585,0.11506757
un6ZiGtENd,-0.033065137,-0.025349274
UaK1ZLDNWJ,0.00056469906,-0.020374529
3uY8rgylds,-0.05021859,-0.05964031
VbaLCwlvDN,-0.117954,0.022254948
wokkzMoh4U,-0.117954,0.022254948
hap1MLABAy,0.0036080908,-0.049003955
dCe5Wo3td7,-0.040679224,-0.002063739
qJ7PbUIXyE,-0.07393014,0.017921366
n9mCQtdH2O,0.053521983,0.118655995
kP5znuQUZR,0.061389755,-0.03618971
mLGqzr8oxe,0.084622614,0.04625359
sNTAELDND6,0.15986621,0.03608654
Rnl9whmLen,0.10551195,0.33650345
lfJGwps4a5,-0.021986328,0.112428546
7jQl5hcNcc,-0.05985642,-0.065850005
nrVNfHF88A,0.10603865,0.1511386
bzQUJ5FX7K,0.10576703,-0.01917388
7Dh3Zq7aLr,-0.23940201,-0.056815293
GDdf1NPDq0,-0.037653085,0.021986064
iHTytLTebj,-0.08212962,-0.00068278704
hf4fjdvnve,0.012159427,-0.079224706
3xvFIdyh2p,0.04412205,0.38569418
f0LIN6Pace,-0.07496429,-0.07179774
JndGoKtHKv,-0.30423588,-0.022510182
n4zcprKwHY,-0.012726739,-0.085691586
JZ0QPd8L1M,0.09706632,0.03349356
weW1FiK9wa,-0.001196153,0.05178526
