IDLink,SentimentTitle,SentimentHeadline
daxkkMq6i9,0.2938644,-0.028731637
bxBlOnQCpz,-0.0011187624,-0.028731637
DOJNka3ObI,0.024293441,-0.028731637
OinulvW3Sz,0.1900166,-0.028731637
gXvoVOmBsS,0.1312315,-0.028731637
m7nDReJLOi,-0.12783165,-0.028731637
VW5Ydtr6Ye,-0.035702586,-0.028731637
SaXWh1kTni,0.012525409,-0.028731637
mWx5SV05li,0.17464292,-0.028731637
uIUE3if0cq,0.08304766,-0.028731637
LVCtl0wN2R,-0.04418946,-0.028731637
im3BtCOYPf,-0.26680204,-0.028731637
7XN3AlgNMl,0.0038842298,-0.028731637
CMseQ3X2nX,-0.0005216729,-0.028731637
3rT5KAbl71,0.0014687087,-0.028731637
J4BicMNrhF,-0.04438767,-0.028731637
ycvH9It0sO,-0.10274373,-0.028731637
Rl4LUp69w7,-0.0015876293,-0.028731637
re0L8pWbak,-0.0026972014,-0.028731637
wIor1QhQNC,0.45653045,-0.028731637
S98p53dtPC,-0.08058188,-0.028731637
TBxoloxM7r,0.011477061,-0.028731637
SgKzR6x82M,0.027108751,-0.028731637
26cHGinB7q,0.0025308933,-0.028731637
BI4bcoaUkC,-0.003827978,-0.028731637
YIjsSIAPN2,0.09773122,-0.028731637
eWEE7x7IFu,-0.0020748917,-0.028731637
4OgN2Eiix0,-0.13591026,-0.028731637
7EasNkNv7Y,-0.0005487725,-0.028731637
CgxHF8bNGu,0.038288,-0.028731637
CAAJwvX62W,-0.11085722,-0.028731637
FOVHaR90ON,-0.13591026,-0.028731637
Fh3E1yM5P3,-0.071925126,-0.028731637
XatCGZUXKP,0.00052329525,-0.028731637
AwGSwzxluE,0.0015752949,-0.028731637
ruPrGBEkYP,-0.15106724,-0.028731637
IMnMFQkENJ,-0.0056342836,-0.028731637
tRNN8oaHBx,0.14317156,-0.028731637
8NRKoTDhFp,-0.26725695,-0.028731637
bofTLzQkUE,0.006737672,-0.028731637
74vMDf4co4,0.006420959,-0.028731637
U6kZpaRFMf,-0.003152281,-0.028731637
BcqYTxDGs7,-0.13591026,-0.028731637
SUB3B1Beed,-0.038273875,-0.028731637
JEFDoD3FY1,-0.03608976,-0.028731637
PYfNcILRTJ,0.00059257075,-0.028731637
OQdjGTnYfU,0.043139923,-0.028731637
zzzL6N4Bks,-0.03873674,-0.028731637
BOuQEqffJs,-0.0005487725,-0.028731637
xzEHn2cH93,0.011444554,-0.028731637
yQSGXrtYRe,0.08599943,-0.028731637
WeZxXJDXzm,-0.0031220503,-0.028731637
gQakgdMVmJ,-0.001558667,-0.028731637
k7spceAiOT,-0.10553302,-0.028731637
3CsvLo0Nzo,0.045960214,-0.028731637
o9Vnj0Ajam,-0.0005487725,-0.028731637
fInKy7OLAU,0.0517536,-0.028731637
936BjW6DEB,-0.015273696,-0.028731637
zL7P81XYKu,-0.004655972,-0.028731637
Swi01c205I,0.09773122,-0.028731637
Kunx7Xr3J5,-0.032867976,-0.028731637
5LqeEDKdJL,-0.072209015,-0.028731637
lFaOE6bcpW,-0.013652497,-0.028731637
S4BLj7nGkc,-0.0007410031,-0.028731637
dVBb2XcZM4,-0.007870415,-0.028731637
KtoKfinU4O,0.0017828159,-0.028731637
M31rsR1KNc,0.0063632242,-0.028731637
6EnfIIM2XK,-0.0026496556,-0.028731637
zNYo1bsNT3,-0.11919235,-0.028731637
sGPC8tDoT8,-0.013615262,-0.028731637
joSF2RcStD,-0.0051498506,-0.028731637
AOpROUrdGN,0.045960214,-0.028731637
7L4weTKRvz,0.010597866,-0.028731637
g9gQ0rpvaY,-0.0026496556,-0.028731637
6cJNqA5oyN,-0.013615262,-0.028731637
C506mQoP4r,-0.04295463,-0.028731637
umBGDhHbvu,0.09925583,-0.028731637
yAClQWljPW,0.0082452,-0.028731637
2y0Q8GMrnb,-0.24414623,-0.028731637
fSdwkkK3js,0.0082452,-0.028731637
c85emcNhZQ,-0.041985527,-0.028731637
LROYeysdhp,0.033616733,-0.028731637
ENh9UScBbT,-0.006886255,-0.028731637
vpIbfKtwMY,-0.11085722,-0.028731637
aBSlUKj11N,0.00028204732,-0.028731637
CDFce5bPPy,-0.10851784,-0.028731637
RY58DtRuj9,-0.013615262,-0.028731637
s7mvmZRbw1,0.07440716,-0.028731637
fXr7JvMFXj,-0.014184517,-0.028731637
qi3544qZjC,-0.057879537,-0.028731637
tUfnvm1MEw,0.034819096,-0.028731637
h9qTYZoeSX,-0.356994,-0.028731637
C9QEGld9kY,-0.12924534,-0.028731637
A9EhIuMCFO,-0.013615262,-0.028731637
kXadMWThhc,-0.086694755,-0.028731637
y2ufKr8yVQ,-0.1886656,-0.028731637
2dLJv6FNBj,-0.12144312,-0.028731637
JRmR8cGyuT,0.00052329525,-0.028731637
YTX3DqVhO8,0.00052329525,-0.028731637
ilh5loOJuB,0.010934163,-0.028731637
r5bvylrfVI,0.00052329525,-0.028731637
GlynezvHJG,-0.046200134,-0.028731637
g91vPgHPNt,-0.002614541,-0.028731637
7yYpEYfBPC,-0.18435633,-0.028731637
4yk2AjXE2t,-0.07267575,-0.028731637
UzztQ903t0,-0.22282913,-0.028731637
8qV0QIYY5k,0.030064523,-0.028731637
0xQ5PJaCzC,0.077336416,-0.028731637
BfSKUGum9d,-0.113340035,-0.028731637
is5GXbFqzU,-0.014184517,-0.028731637
2lFQejjGWU,-0.03626123,-0.028731637
CPCFQToMf6,-0.038238715,-0.028731637
9aDFroDOAG,-0.050503884,-0.028731637
l7GOUOBvTX,0.002193341,-0.028731637
tSk9DSLOfu,-0.03976767,-0.028731637
JIYg04sJzA,-0.07871036,-0.028731637
nBQs3wwemE,0.00069333427,-0.028731637
5enRb6ExSY,0.027705055,-0.028731637
9PfQFI4AQF,-0.0022120383,-0.028731637
NjFv5IzSEQ,0.018767439,-0.028731637
NnFmz3LMZ6,-0.014184517,-0.028731637
mzNB5NGy71,0.015111741,-0.028731637
kleI5cZKDs,-0.004737057,-0.028731637
muRjamql8u,-0.13494082,-0.028731637
yUWKWMjQKw,0.15740952,-0.028731637
aFSc0W07SH,0.22213766,-0.028731637
cuu4arivmX,0.049016673,-0.028731637
aa3ShGYCzr,0.0033268072,-0.028731637
3u9q06UBAP,-0.13878007,-0.028731637
MajucQGZp8,0.0041043963,-0.028731637
mBDEVSUcRn,-0.11431113,-0.028731637
KFRLpHRLQ6,0.002279101,-0.028731637
knxvu99mwo,-0.12092543,-0.028731637
Ra73vKvfFg,0.08156578,-0.028731637
6mXl1ovnlf,-0.13244547,-0.028731637
KqbNDpKRdD,0.03606802,-0.028731637
GLydVx0Ymh,-0.15715408,-0.028731637
1i8fYBKH2a,0.06980842,-0.028731637
AD2ie3x2bS,-0.29102156,-0.028731637
HLJv6HLvKo,-0.19258626,-0.028731637
YwTUW2xngC,-0.041769087,-0.028731637
V9r81ufShy,-0.21258041,-0.028731637
X53M7yEfNF,-0.21334553,-0.028731637
XkpvYZvHhr,-0.16845143,-0.028731637
7X0WxaMCjR,-0.15715408,-0.028731637
t1QAq3AMAy,-0.0013912525,-0.028731637
CmOlykSLCh,-0.10178915,-0.028731637
0AlwOogyqi,-0.05989967,-0.028731637
wkHKTPOXkr,-0.047489136,-0.028731637
QSfjHlElNu,-0.14810503,-0.028731637
0pbE6dUb3n,-0.0015876293,-0.028731637
srr1zfIWg9,-0.17176977,-0.028731637
539Mz31fbD,0.08321059,-0.028731637
jOYwq1ch2U,0.0229894,-0.028731637
75EByZCZ6w,-0.0026496556,-0.028731637
iwml5iqGfg,0.004247818,-0.028731637
khOoYQDLyc,0.004247818,-0.028731637
7ijbPSYCGW,0.15510741,-0.028731637
hCgKLYy9BG,-0.00067942403,-0.028731637
lTpjrI4nEX,0.0071761087,-0.028731637
PERz7IzdQU,0.068213895,-0.028731637
z95gQaFMxr,-0.19881716,-0.028731637
ACO02rwoEM,0.004247818,-0.028731637
9uNI7LFpYX,-0.0016856585,-0.028731637
RLoZOvAES4,-0.08340244,-0.028731637
1Dc17L7UlF,-0.06681608,-0.028731637
CgjAxArwOf,-0.0064307805,-0.028731637
wqttRE96uQ,0.08339068,-0.028731637
xdZ1YUmZps,-0.08863881,-0.028731637
OFAN8C5F8U,-0.071598396,-0.028731637
XmulXROhMR,0.013845757,-0.028731637
cB8WBBECi9,-0.12411517,-0.028731637
IKl67cvJBh,0.0033528022,-0.028731637
GxUnt9z0pW,0.005388666,-0.028731637
C3ZFNCyEkO,-0.00072398037,-0.028731637
k3pFQmH3a4,-0.018859783,-0.028731637
eh4j7W6AVC,-0.00042275898,-0.028731637
90DRL1kHgi,0.042512637,-0.028731637
N1d1usvqUB,-0.052910797,-0.028731637
1aVhzM9GSD,0.09039147,-0.028731637
etawTWzBf8,-0.013025451,-0.028731637
z1huXaTRkA,-0.018859783,-0.028731637
JT9B2mUWD1,-0.13464409,-0.028731637
WCtURxqyhf,0.045960214,-0.028731637
R13vLT4Fbw,0.011573248,-0.028731637
KIX4CKJRv8,-0.0018326007,-0.028731637
evtUbpnV6G,0.08445549,-0.028731637
16ly5uucBe,0.006253395,-0.028731637
SUj0UaFaPS,0.15735383,-0.028731637
lRPNjTulxk,0.04143819,-0.028731637
Xj4YT7lovP,0.26004973,-0.028731637
xQF0TkyPLI,-0.086694755,-0.028731637
23goVd7Ltt,0.00018564053,-0.028731637
AVIuLTHBkR,-0.0013655163,-0.028731637
ZEyi580mTN,-0.040553473,-0.028731637
PLEw3lxlsR,-0.00403999,-0.028731637
haNqwNTkwO,0.06375378,-0.028731637
KU1HSvZBBs,0.09857869,-0.028731637
AWadOYfoAF,0.016275544,-0.028731637
uaHFlWZkav,0.041401062,-0.028731637
y4SiUlskF3,0.07647927,-0.028731637
L6A670hv9J,-0.079466864,-0.028731637
jA7EVDQ8R3,0.0033528022,-0.028731637
fKqK34kbKi,0.045391936,-0.028731637
MpY2vEw3dK,0.0074911863,-0.028731637
b6iEZ3oVvu,-0.08492065,-0.028731637
cFpvsyY4Nl,-0.300278,-0.028731637
8FRoTJY7AJ,0.110587835,-0.028731637
W6wlbsJ9va,0.3881882,-0.028731637
T4kq3EU1OR,-0.052220426,-0.028731637
TnCLnIFHOB,-0.0066421162,-0.028731637
YANWxwyYjd,-0.03666398,-0.028731637
NFAR0C8nAo,0.053775664,-0.028731637
3eVwWZqQv3,-0.24462646,-0.028731637
dYDgzbqzWF,-0.039224535,-0.028731637
hSZFRKDHx3,-0.23412065,-0.028731637
gSU725RgS5,0.063742116,-0.028731637
TECCDCGbEq,0.024734177,-0.028731637
gBXyo6K53y,0.013567265,-0.028731637
l6p7702f0M,0.045128737,-0.028731637
csuqpSGW8u,-0.0006704014,-0.028731637
KJPmW3yM4o,0.020715568,-0.028731637
G3o1oxs0cl,-0.0029572714,-0.028731637
kYV0V8GeuN,0.0016275775,-0.028731637
bowpehJ5mp,-0.25479966,-0.028731637
Gz49j3oM8G,-0.1359245,-0.028731637
addvmih6vA,-0.15106724,-0.028731637
JooKekRwFt,-0.05952658,-0.028731637
DG86MH9KRA,0.0069480017,-0.028731637
EEuoyk5Gp7,-0.007875109,-0.028731637
n2HBelsJbj,0.33227497,-0.028731637
RRjxAHvIsK,0.038288247,-0.028731637
V1Fimfi0XW,-0.011133041,-0.028731637
ExLg5CHcnm,0.03664567,-0.028731637
5ND0RHScgk,-0.0007410031,-0.028731637
vkIwzNuAhU,0.06857079,-0.028731637
780Njpf1be,-0.0024599377,-0.028731637
ZRiGMbw0Y9,0.022581968,-0.028731637
uCv85mmNWo,-0.042644367,-0.028731637
xPVSAZT3gi,0.02165686,-0.028731637
xUB2Txg4In,0.057034034,-0.028731637
UZoaAdlrfY,-0.0026496556,-0.028731637
QYf4XhmXhi,0.0088469945,-0.028731637
Vcezuycn2E,-0.00042275898,-0.028731637
zXZsPT7xUj,0.00052329525,-0.028731637
F5CCIZAZQ3,5.1930547e-06,-0.028731637
Riq4rbLmmm,-0.06572577,-0.028731637
evCmarQMyl,0.1316947,-0.028731637
hEDRc9lav5,0.057710852,-0.028731637
g6OoL0dlzB,-0.06387062,-0.028731637
jG51cU7oBL,0.07440716,-0.028731637
tafLw4tBL7,0.0013312958,-0.028731637
jTZ7BgZyfz,0.017188512,-0.028731637
1ua5vRfbj5,0.10757455,-0.028731637
Mol0a62X5d,0.0011797119,-0.028731637
FWD799lNWS,-0.0066959877,-0.028731637
UjuoMIBfjK,-0.05057506,-0.028731637
OSLQtw07Bb,-0.07978973,-0.028731637
7t9KUOLINK,0.02831176,-0.028731637
feGyFYU1sY,-0.091006115,-0.028731637
BRf9iViYOu,-0.022746706,-0.028731637
GDeF4aKa2e,-0.05041197,-0.028731637
GXnKahR2fA,0.035367955,-0.028731637
6maWCsOYYy,-0.23794948,-0.028731637
ybiujYQ7nK,-0.14762385,-0.028731637
J7qzuTaRO8,0.007001113,-0.028731637
Zg2RzwbiJr,0.0014687087,-0.028731637
dARjxTtQTk,0.004376244,-0.028731637
Dk7AjsFZGP,-0.021046331,-0.028731637
Rv9ESbHyof,-0.014184517,-0.028731637
O3skhHMqHK,0.0058211386,-0.028731637
S43u8lhHDB,0.0033859126,-0.028731637
0lmqQaPkwF,0.02226822,-0.028731637
4nxjqaYjjh,0.006213151,-0.028731637
zIy8yy9Ruh,0.001778068,-0.028731637
6JTII7DOjF,0.015878268,-0.028731637
23j7j6IzOa,-0.1886656,-0.028731637
pe99PpqHUn,-0.07847044,-0.028731637
ZyAfkkEImv,0.0014687087,-0.028731637
CNjTmfRhRq,0.0019460134,-0.028731637
gWp0lhEIez,-0.0016856585,-0.028731637
tn4JGQGVIO,0.012364056,-0.028731637
9zOdLbARPX,0.24234037,-0.028731637
4fdHOsbX62,0.14756428,-0.028731637
XyAPio6Zke,0.0154684,-0.028731637
ihCwI6XXLH,0.09773122,-0.028731637
HncuSrxjBP,5.1930547e-06,-0.028731637
uGkhnv0bae,0.06799348,-0.028731637
71sKIbvGmv,-0.014184517,-0.028731637
bKSjpiNpoF,-0.014184517,-0.028731637
m2cCXBN4cN,-0.0005487725,-0.028731637
sOLOnBdt70,0.022748768,-0.028731637
A2JK2yZ390,-0.0007410031,-0.028731637
sVtm757wIb,-0.027337553,-0.028731637
tXLtNtMs5o,0.050165508,-0.028731637
lBtPp3RotG,-0.06801452,-0.028731637
JOUHBJzDnZ,0.07406324,-0.028731637
nuRVmrGwo4,-0.0036459789,-0.028731637
3jy6yZUPql,0.008094408,-0.028731637
tBM2Mfnbqm,-0.07933778,-0.028731637
4HIrU83GwG,0.03253169,-0.028731637
DcYjgdlTvm,0.06491877,-0.028731637
PEoio8g0Hv,0.084296525,-0.028731637
GAcajKe25W,0.026402641,-0.028731637
K94jmkQOLS,-0.016887132,-0.028731637
uO3KgRxBVd,-0.0006803088,-0.028731637
SbKor80pEu,-0.0026496556,-0.028731637
KoWzEabJsq,0.027644563,-0.028731637
99AzUSDtIe,0.2664934,-0.028731637
SlS9RbjM6U,0.013499606,-0.028731637
TowQwjeWLV,-0.00067942403,-0.028731637
2VSrrxEerv,0.008409154,-0.028731637
vhiXT0xxTt,0.0058341473,-0.028731637
9v9ZEumTjw,-0.063555464,-0.028731637
CElFpdGIrd,-7.574819e-05,-0.028731637
j3Vr7rriQ6,-0.03127495,-0.028731637
QVFvknH8BH,-0.0026496556,-0.028731637
Gi3LFdKB9l,0.001778068,-0.028731637
vERcYkq2NB,0.1162253,-0.028731637
qjJCGXmuJl,0.001778068,-0.028731637
ykKuIaut7i,-0.17736009,-0.028731637
67M8BBXmsZ,0.08034174,-0.028731637
eraBXOEZ7E,-0.055749096,-0.028731637
L0lA6JKm3o,0.14704701,-0.028731637
ftWv15DYao,0.009231519,-0.028731637
MA46RbvsVH,0.043213036,-0.028731637
WJS2y7ypnN,0.08035554,-0.028731637
D1pVqnC7RA,0.041370433,-0.028731637
KDQleaE4KQ,0.1465016,-0.028731637
ssRPV1RQKA,-0.0026496556,-0.028731637
gJgBvWm75H,0.07414639,-0.028731637
zpJmcYQQ9X,0.002995018,-0.028731637
UyAegkM6UL,0.013499606,-0.028731637
VIvo9GcjzW,0.0012833718,-0.028731637
xtZUEIwWep,-0.06801452,-0.028731637
S2ITuhoOmU,0.067613676,-0.028731637
pfFK9cOxXV,0.084220916,-0.028731637
W3CzY58XQR,0.1514727,-0.028731637
Snf7atxfw8,-0.045303233,-0.028731637
83B3vLX34Y,-0.09348422,-0.028731637
oa3CZ7IBt4,0.11967197,-0.028731637
xi5rew2r7S,-0.004774561,-0.028731637
lpKTYAzIaO,-0.045303233,-0.028731637
MXVcCioQB0,-0.045303233,-0.028731637
rW0V53xBxc,0.09092176,-0.028731637
leayu9rIJT,0.098874345,-0.028731637
ia4ZcwY36o,0.046092797,-0.028731637
NclveChADO,0.013178997,-0.028731637
xHn9aiJFAb,0.00034222752,-0.028731637
PHoNo7daN7,0.032825634,-0.028731637
SWHCqg8jvh,0.04766755,-0.028731637
ruNhCRO3yC,-0.0005487725,-0.028731637
pzT10lSbjC,-0.0783872,-0.028731637
Y2brssQ535,0.00034222752,-0.028731637
9LLD4Qf9Jn,0.0056341104,-0.028731637
ubu7IylU5F,0.038521994,-0.028731637
YXEKbUqpm8,0.021102782,-0.028731637
4U9sNxdSHa,-0.060180347,-0.028731637
AJaP6I09FG,-0.060180347,-0.028731637
F0GoB751BC,-0.060180347,-0.028731637
Tc5lhSMuNA,0.009606212,-0.028731637
XWZOH7v46f,-0.0068634525,-0.028731637
PHUmFUflR3,-0.004796488,-0.028731637
hrOUB3IIJz,0.03554256,-0.028731637
LeyDgLr8SD,-0.014184517,-0.028731637
1USC8bgcmi,0.001778068,-0.028731637
XQjRql49Da,0.001778068,-0.028731637
2wxzL4gZvx,-0.22052027,-0.028731637
kUF5tNGadC,0.1542557,-0.028731637
FLT7krGFA0,0.04031421,-0.028731637
rEIZctRc1j,0.036400694,-0.028731637
nnlBEkua6C,0.036400694,-0.028731637
Iu6dZWBUMl,-0.10239321,-0.028731637
DBvckWMx6H,-0.014184517,-0.028731637
jZ35MMRYnw,-0.0026496556,-0.028731637
JaFTLenDxd,-0.014184517,-0.028731637
pHjdlnqg3P,0.061275374,-0.028731637
U2OYx2JGXo,-0.055366524,-0.028731637
AnOqSXMb04,-0.055366524,-0.028731637
ziFtJHpycD,0.08723281,-0.028731637
uSRT5D8uF7,0.07366043,-0.028731637
u6nIB2xMbL,-0.014184517,-0.028731637
ROkxIAwdX1,-0.034613542,-0.028731637
ZG36QwIjOE,0.000637779,-0.028731637
uEU8mFXNnF,0.011623532,-0.028731637
irpaED0u3s,-0.0012659635,-0.028731637
vieiMRu6rA,0.04278147,-0.028731637
IV6yeaQwjJ,0.1162253,-0.028731637
AmzUnWUeC5,0.112023175,-0.028731637
U7qbyO51T6,0.0019699037,-0.028731637
CAF25OaCBv,0.0014687087,-0.028731637
YxWfe0UW9k,-0.0076293014,-0.028731637
HnCIfzZOCN,0.057793435,-0.028731637
ys4NI4XJ1s,0.17244491,-0.028731637
NQ5OTclHOM,0.061275374,-0.028731637
ypoZ0KKIAF,0.1321555,-0.028731637
BZ40tzMImk,0.05678543,-0.028731637
dQTjgjkyi8,0.1742061,-0.028731637
FdtxtiDgNZ,0.0153927095,-0.028731637
Ch2DXL0tVA,0.0014687087,-0.028731637
Nyj4CDqsPx,0.0014687087,-0.028731637
TgC3RftwGJ,0.0062441267,-0.028731637
8M0rLoeK45,0.013634477,-0.028731637
0cOLt91FUf,0.07327832,-0.028731637
Fx4EdoaKVP,-0.10791202,-0.028731637
54GMeTBwUu,0.00034222752,-0.028731637
G7gLqMiHMV,0.02142924,-0.028731637
GClGWBLiK3,0.0014687087,-0.028731637
h0dAL4i037,0.0014687087,-0.028731637
pptcDBujM9,0.030259177,-0.028731637
92Yp40eAzu,0.0014687087,-0.028731637
nzR9UTz5kZ,-0.02817334,-0.028731637
IYQOZxMkeV,0.030130718,-0.028731637
LFEtw5qaNX,-0.032154378,-0.028731637
QpJ9BailJB,-0.08339534,-0.028731637
FjDJjLuXbu,-0.06385947,-0.028731637
wveecUbjAy,-0.31532475,-0.028731637
HBm2Ktn0HI,-0.029382264,-0.028731637
oMGIPofoMZ,0.0014687087,-0.028731637
un6ZiGtENd,-0.018710993,-0.028731637
UaK1ZLDNWJ,0.0014687087,-0.028731637
3uY8rgylds,0.045534667,-0.028731637
VbaLCwlvDN,0.14248824,-0.028731637
wokkzMoh4U,0.14248824,-0.028731637
hap1MLABAy,-0.06337186,-0.028731637
dCe5Wo3td7,0.0014687087,-0.028731637
qJ7PbUIXyE,-0.02672032,-0.028731637
n9mCQtdH2O,-0.0038842894,-0.028731637
kP5znuQUZR,0.035700385,-0.028731637
mLGqzr8oxe,0.027781013,-0.028731637
sNTAELDND6,-0.042975128,-0.028731637
Rnl9whmLen,0.024463765,-0.028731637
lfJGwps4a5,0.0014687087,-0.028731637
7jQl5hcNcc,-0.0012659635,-0.028731637
nrVNfHF88A,0.09581043,-0.028731637
